,Unnamed: 0,chr,start,end,n,p.value
55,56,chr4,118377,118378,2,0.009447538
56,57,chr4,118375,118375,1,0.041812533
57,58,chr4,118376,118376,1,0.277102148
58,59,chr4,118385,118386,2,2.59e-07
59,60,chr4,118387,118388,2,0.00018334
60,61,chr4,118413,118416,4,0.00011831600000000001
61,62,chr4,118412,118412,1,0.0036993959999999998
62,63,chr12,306160,306162,3,7.970000000000001e-09
63,64,chr12,306130,306144,15,4.2700000000000005e-07
64,65,chr12,306126,306126,1,1.1e-06
65,66,chr12,306124,306124,1,0.007314448
66,67,chr12,306125,306125,1,0.16337990900000002
67,68,chr12,306127,306129,3,0.012785673000000001
68,69,chr12,306150,306151,2,6.62e-06
69,70,chr12,306145,306145,1,1.18e-05
70,71,chr12,306147,306148,2,0.000546854
71,72,chr12,306146,306146,1,0.157415454
72,73,chr12,306149,306149,1,0.003286663
73,74,chr12,306158,306158,1,1.65e-05
74,75,chr12,306156,306157,2,0.000331339
75,76,chr12,306155,306155,1,0.003553535
76,77,chr12,306153,306153,1,0.019383813
77,78,chr12,306152,306152,1,0.37974710899999997
78,79,chr12,306154,306154,1,0.111826035
79,80,chr12,306159,306159,1,0.17454333800000002
80,81,chr12,306165,306171,7,1.22e-08
81,82,chr12,306163,306163,1,0.0015915520000000002
82,83,chr12,306164,306164,1,0.364315819
83,84,chr6,152013,152030,18,3.3500000000000003e-10
84,85,chr6,152008,152008,1,1.03e-06
85,86,chr6,152007,152007,1,0.000648379
86,87,chr6,152005,152005,1,0.001879365
87,88,chr6,152001,152002,2,0.010111661999999999
88,89,chr6,152004,152004,1,0.023039574
89,90,chr6,152003,152003,1,0.09962691
90,91,chr6,152006,152006,1,0.013418366999999999
91,92,chr6,152009,152012,4,1.0800000000000002e-05
92,93,chr6,152031,152037,7,6.24e-07
93,94,chr6,152038,152038,1,0.000132133
94,95,chr6,152039,152039,1,0.0051184920000000005
95,96,chr6,173033,173033,1,4.8e-08
96,97,chr6,173022,173023,2,2.51e-07
97,98,chr6,173019,173019,1,5.3e-05
98,99,chr6,173018,173018,1,0.002507196
99,100,chr6,173013,173014,2,0.007732516
100,101,chr6,173017,173017,1,0.020385201999999998
101,102,chr6,173015,173015,1,0.053849362000000005
102,103,chr6,173016,173016,1,0.109117915
103,104,chr6,173020,173021,2,0.004541958
104,105,chr6,173029,173032,4,1.18e-06
105,106,chr6,173025,173028,4,0.00020518200000000002
106,107,chr6,173024,173024,1,0.002325141
107,108,chr6,173041,173051,11,6.83e-07
108,109,chr6,173034,173035,2,2.08e-06
109,110,chr6,173036,173036,1,1.3300000000000001e-05
110,111,chr6,173037,173037,1,4.84e-05
111,112,chr6,173038,173039,2,0.000663203
112,113,chr6,173040,173040,1,0.161201425
113,114,chr3,96017,96018,2,6.39e-08
114,115,chr3,96010,96015,6,2.3399999999999998e-07
115,116,chr3,95989,96001,13,6.03e-07
116,117,chr3,95987,95988,2,0.016161831
117,118,chr3,96005,96009,5,2.8499999999999998e-05
118,119,chr3,96002,96002,1,0.004910434
119,120,chr3,96004,96004,1,0.039881235
120,121,chr3,96003,96003,1,0.7949202940000001
121,122,chr3,96016,96016,1,0.005810476
122,123,chr3,96020,96021,2,5.09e-06
123,124,chr3,96019,96019,1,0.000387649
124,125,chr20,436012,436039,28,1.62e-08
125,126,chr20,436044,436044,1,6.27e-05
126,127,chr20,436042,436042,1,0.002126953
127,128,chr20,436040,436041,2,0.04437987400000001
128,129,chr20,436043,436043,1,0.028190081000000002
129,130,chr20,436047,436047,1,0.002430779
130,131,chr20,436045,436046,2,0.00881489
131,132,chr11,270280,270281,2,5.35e-10
132,133,chr11,270278,270278,1,2e-07
133,134,chr11,270272,270275,4,0.000223512
134,135,chr11,270268,270268,1,0.046749589
135,136,chr11,270271,270271,1,0.161901805
136,137,chr11,270269,270269,1,0.282109875
137,138,chr11,270270,270270,1,0.972398579
138,139,chr11,270276,270277,2,0.027570137
139,140,chr11,270279,270279,1,0.000480986
140,141,chr11,270307,270307,1,4.24e-07
141,142,chr11,270287,270290,4,2.43e-06
142,143,chr11,270284,270284,1,0.0011376910000000001
143,144,chr11,270282,270282,1,0.001595296
144,145,chr11,270283,270283,1,0.19071468
145,146,chr11,270286,270286,1,0.074331958
146,147,chr11,270285,270285,1,0.306857432
147,148,chr11,270301,270304,4,0.000170805
148,149,chr11,270292,270293,2,0.000444976
149,150,chr11,270291,270291,1,0.066240464
150,151,chr11,270295,270295,1,0.0018344429999999998
151,152,chr11,270294,270294,1,0.022545665
152,153,chr11,270298,270300,3,0.0022139629999999998
153,154,chr11,270296,270297,2,0.026145826
154,155,chr11,270305,270305,1,0.005675546
155,156,chr11,270306,270306,1,0.040703084
156,157,chr11,264354,264359,6,6.03e-09
157,158,chr11,264353,264353,1,1.73e-06
158,159,chr11,264341,264351,11,6.65e-05
159,160,chr11,264332,264336,5,0.000133711
160,161,chr11,264330,264330,1,0.000630851
161,162,chr11,264324,264325,2,0.004088654000000001
162,163,chr11,264327,264327,1,0.171519755
163,164,chr11,264326,264326,1,0.633158827
164,165,chr11,264328,264328,1,0.28236271399999996
165,166,chr11,264329,264329,1,0.743640023
166,167,chr11,264331,264331,1,0.106065749
167,168,chr11,264339,264340,2,0.032144951
168,169,chr11,264338,264338,1,0.044932059
169,170,chr11,264337,264337,1,0.172368345
170,171,chr11,264352,264352,1,0.0028817020000000003
171,172,chr11,264360,264360,1,6.05e-06
172,173,chr13,318506,318512,7,1.21e-06
173,174,chr13,318497,318497,1,6.82e-06
174,175,chr13,318496,318496,1,0.030476967
175,176,chr13,318503,318503,1,1.27e-05
176,177,chr13,318498,318500,3,1.6800000000000002e-05
177,178,chr13,318501,318502,2,0.189745533
178,179,chr13,318504,318505,2,0.0018880470000000001
179,180,chr13,318517,318520,4,1.23e-05
180,181,chr13,318514,318514,1,8.859999999999999e-05
181,182,chr13,318513,318513,1,0.002073041
182,183,chr13,318515,318516,2,0.00199274
183,184,chr13,318527,318527,1,0.00045331099999999997
184,185,chr13,318523,318524,2,0.0006429869999999999
185,186,chr13,318521,318522,2,0.012237524
186,187,chr13,318525,318526,2,0.020801574
187,188,chr13,318528,318529,2,0.005503170999999999
188,189,chr18,403541,403547,7,1.46e-08
189,190,chr18,403538,403538,1,1.58e-07
190,191,chr18,403536,403536,1,0.000440754
191,192,chr18,403537,403537,1,0.0024372960000000003
192,193,chr18,403540,403540,1,1.81e-06
193,194,chr18,403539,403539,1,0.004105993
194,195,chr18,403564,403564,1,5.16e-08
195,196,chr18,403554,403559,6,1.16e-06
196,197,chr18,403551,403551,1,8.49e-06
197,198,chr18,403548,403548,1,2.3199999999999998e-05
198,199,chr18,403550,403550,1,0.00024255599999999997
199,200,chr18,403549,403549,1,0.016172367
200,201,chr18,403552,403553,2,0.001073947
201,202,chr18,403562,403563,2,5.6e-06
202,203,chr18,403560,403560,1,7.31e-05
203,204,chr18,403561,403561,1,0.001392373
204,205,chr18,403568,403568,1,1.9600000000000002e-05
205,206,chr18,403567,403567,1,0.016342612
206,207,chr18,403565,403565,1,0.121381838
207,208,chr18,403566,403566,1,0.759750425
208,209,chr7,190504,190519,16,1.63e-06
209,210,chr7,190492,190502,11,6.66e-06
210,211,chr7,190489,190490,2,5.94e-05
211,212,chr7,190488,190488,1,0.008265326
212,213,chr7,190491,190491,1,0.0029189759999999998
213,214,chr7,190503,190503,1,0.000130205
214,215,chr10,260623,260627,5,2.12e-08
215,216,chr10,260605,260607,3,3.42e-06
216,217,chr10,260601,260604,4,3.24e-05
217,218,chr10,260611,260622,12,3.43e-06
218,219,chr10,260608,260610,3,0.033855972000000005
219,220,chr10,260628,260628,1,6.17e-05
220,221,chr10,260631,260631,1,0.001200144
221,222,chr10,260629,260629,1,0.003282976
222,223,chr10,260630,260630,1,0.259716141
223,224,chr10,260637,260637,1,0.018926598
224,225,chr10,260636,260636,1,0.044525155999999996
225,226,chr10,260634,260634,1,0.11033125
226,227,chr10,260632,260632,1,0.796456904
227,228,chr10,260633,260633,1,0.909319529
228,229,chr10,260635,260635,1,0.47332883600000003
229,230,chr5,124222,124223,2,7.76e-07
230,231,chr5,124216,124220,5,1.4300000000000002e-05
231,232,chr5,124221,124221,1,0.016597014
232,233,chr5,124240,124240,1,8.43e-07
233,234,chr5,124224,124226,3,5.14e-06
234,235,chr5,124232,124232,1,1.5399999999999998e-05
235,236,chr5,124227,124228,2,0.000260984
236,237,chr5,124229,124231,3,0.002384944
237,238,chr5,124238,124238,1,0.000113613
238,239,chr5,124234,124234,1,0.018031243
239,240,chr5,124233,124233,1,0.405149086
240,241,chr5,124235,124235,1,0.181645046
241,242,chr5,124236,124236,1,0.624490557
242,243,chr5,124237,124237,1,0.847858986
243,244,chr5,124239,124239,1,0.032111138
244,245,chr5,124244,124245,2,1.42e-05
245,246,chr5,124243,124243,1,0.000502631
246,247,chr5,124241,124241,1,0.000605824
247,248,chr5,124242,124242,1,0.256354853
248,249,chr5,124247,124251,5,0.00017230400000000002
249,250,chr5,124246,124246,1,0.11837910900000001
250,251,chr6,158970,158970,1,1.1200000000000002e-20
251,252,chr6,158968,158969,2,7.070000000000001e-17
252,253,chr6,158955,158966,12,2.13e-14
253,254,chr6,158954,158954,1,8.9e-05
254,255,chr6,158967,158967,1,2.16e-08
255,256,chr6,158975,158980,6,2.29e-13
256,257,chr6,158971,158972,2,2e-12
257,258,chr6,158973,158974,2,8.12e-07
258,259,chr6,158981,158981,1,6.66e-06
259,260,chr6,158985,158985,1,0.005719221
260,261,chr6,158982,158984,3,0.156386917
261,262,chr7,185922,185923,2,1.2e-09
262,263,chr7,185921,185921,1,4.05e-05
263,264,chr7,185919,185920,2,0.025210609
264,265,chr7,185936,185948,13,1.91e-08
265,266,chr7,185933,185933,1,4.55e-06
266,267,chr7,185924,185925,2,0.0002806
267,268,chr7,185930,185931,2,0.00030246900000000003
268,269,chr7,185927,185927,1,0.005102515
269,270,chr7,185926,185926,1,0.181550405
270,271,chr7,185929,185929,1,0.242261018
271,272,chr7,185928,185928,1,0.748769061
272,273,chr7,185932,185932,1,0.389447625
273,274,chr7,185934,185934,1,7.269999999999999e-05
274,275,chr7,185935,185935,1,0.0025731129999999997
275,276,chr7,185950,185951,2,6.05e-07
276,277,chr7,185949,185949,1,0.002909085
277,278,chr10,255189,255196,8,1.34e-05
278,279,chr10,255201,255201,1,3.78e-05
279,280,chr10,255198,255200,3,0.000790488
280,281,chr10,255197,255197,1,0.044890188
281,282,chr10,255205,255205,1,0.000240963
282,283,chr10,255204,255204,1,0.0016764129999999999
283,284,chr10,255202,255203,2,0.006378778000000001
284,285,chr10,255213,255217,5,0.000442536
285,286,chr10,255206,255210,5,0.000880825
286,287,chr10,255211,255211,1,0.01356185
287,288,chr10,255212,255212,1,0.0940135
288,289,chr14,325850,325866,17,8.29e-09
289,290,chr14,325846,325846,1,7.31e-08
290,291,chr14,325839,325839,1,1.63e-06
291,292,chr14,325838,325838,1,0.0032952259999999996
292,293,chr14,325844,325845,2,2.4299999999999998e-05
293,294,chr14,325841,325843,3,0.000127351
294,295,chr14,325840,325840,1,0.00152516
295,296,chr14,325848,325848,1,2.71e-05
296,297,chr14,325847,325847,1,0.279270652
297,298,chr14,325849,325849,1,0.00093468
298,299,chr6,152911,152921,11,1.09e-05
299,300,chr6,152941,152943,3,1.59e-05
300,301,chr6,152938,152940,3,0.0006479880000000001
301,302,chr6,152922,152929,8,0.001212687
302,303,chr6,152936,152936,1,0.040410405
303,304,chr6,152931,152931,1,0.09548076300000001
304,305,chr6,152930,152930,1,0.238887302
305,306,chr6,152933,152933,1,0.240200918
306,307,chr6,152932,152932,1,0.9509362990000001
307,308,chr6,152934,152934,1,0.331670107
308,309,chr6,152935,152935,1,0.9818535159999999
309,310,chr6,152937,152937,1,0.22209663300000002
310,311,chr6,152947,152948,2,0.002387596
311,312,chr6,152945,152945,1,0.006921487
312,313,chr6,152944,152944,1,0.226955585
313,314,chr6,152946,152946,1,0.30562341600000004
314,315,chr7,187442,187457,16,1.2e-08
315,316,chr7,187440,187441,2,0.020056617
316,317,chr7,187465,187471,7,6.28e-05
317,318,chr7,187458,187460,3,0.000737516
318,319,chr7,187464,187464,1,0.009508109
319,320,chr7,187461,187461,1,0.018570509
320,321,chr7,187463,187463,1,0.036418072999999995
321,322,chr7,187462,187462,1,0.249239342
322,323,chr6,151176,151176,1,4.86e-06
323,324,chr6,151173,151175,3,0.002638239
324,325,chr6,151172,151172,1,0.039433425
325,326,chr6,151200,151202,3,8.21e-06
326,327,chr6,151190,151190,1,5.3e-05
327,328,chr6,151181,151184,4,0.00021025900000000002
328,329,chr6,151180,151180,1,0.004691917
329,330,chr6,151177,151177,1,0.018425908
330,331,chr6,151179,151179,1,0.030497974
331,332,chr6,151178,151178,1,0.244975611
332,333,chr6,151187,151187,1,0.002568519
333,334,chr6,151185,151186,2,0.015956437
334,335,chr6,151188,151188,1,0.018020123
335,336,chr6,151189,151189,1,0.11807509199999999
336,337,chr6,151195,151199,5,0.002281786
337,338,chr6,151192,151192,1,0.00267111
338,339,chr6,151191,151191,1,0.142587655
339,340,chr6,151194,151194,1,0.026206102999999998
340,341,chr6,151193,151193,1,0.704158563
341,342,chr6,151207,151207,1,0.00016209700000000002
342,343,chr6,151203,151203,1,0.067267395
343,344,chr6,151206,151206,1,0.44266173600000003
344,345,chr6,151204,151204,1,0.5801574420000001
345,346,chr6,151205,151205,1,0.9416639490000001
346,347,chr1,23005,23010,6,8.009999999999999e-09
347,348,chr1,22997,23001,5,9.57e-08
348,349,chr1,22993,22993,1,6.51e-07
349,350,chr1,22996,22996,1,0.0008685969999999999
350,351,chr1,22994,22994,1,0.001996424
351,352,chr1,22995,22995,1,0.013019856000000002
352,353,chr1,23003,23003,1,8.5e-06
353,354,chr1,23002,23002,1,0.040739658
354,355,chr1,23004,23004,1,0.001067211
355,356,chr1,23011,23016,6,1.38e-06
356,357,chr1,23018,23018,1,0.0005313609999999999
357,358,chr1,23017,23017,1,0.029144445
358,359,chr1,39712,39720,9,3.82e-08
359,360,chr1,39709,39709,1,3.6e-06
360,361,chr1,39707,39708,2,0.0018000779999999999
361,362,chr1,39710,39711,2,7.09e-05
362,363,chr1,39722,39723,2,3.93e-07
363,364,chr1,39721,39721,1,2.44e-05
364,365,chr1,39724,39726,3,1.42e-05
365,366,chr1,39728,39730,3,4.26e-05
366,367,chr1,39727,39727,1,0.02261093
367,368,chr1,39732,39732,1,0.000327682
368,369,chr1,39731,39731,1,0.023775518
369,370,chr13,315222,315222,1,1.31e-08
370,371,chr13,315216,315216,1,1.62e-06
371,372,chr13,315214,315215,2,0.000282301
372,373,chr13,315197,315197,1,0.001284623
373,374,chr13,315191,315193,3,0.00131915
374,375,chr13,315190,315190,1,0.017541644
375,376,chr13,315195,315196,2,0.00503354
376,377,chr13,315194,315194,1,0.452551175
377,378,chr13,315203,315205,3,0.00214378
378,379,chr13,315199,315200,2,0.015734553000000002
379,380,chr13,315198,315198,1,0.207659812
380,381,chr13,315201,315202,2,0.173128941
381,382,chr13,315211,315212,2,0.007476315999999999
382,383,chr13,315209,315209,1,0.08519691300000001
383,384,chr13,315206,315206,1,0.097978543
384,385,chr13,315207,315207,1,0.290283511
385,386,chr13,315208,315208,1,0.535083839
386,387,chr13,315210,315210,1,0.21608119
387,388,chr13,315213,315213,1,0.047625926
388,389,chr13,315221,315221,1,6.95e-06
389,390,chr13,315218,315218,1,3.14e-05
390,391,chr13,315217,315217,1,0.000979947
391,392,chr13,315219,315220,2,0.003354422
392,393,chr13,315223,315224,2,5.3e-05
393,394,chr14,326527,326527,1,2.97e-08
394,395,chr14,326519,326525,7,1.8800000000000002e-07
395,396,chr14,326518,326518,1,0.05126699
396,397,chr14,326526,326526,1,0.0064795
397,398,chr14,326533,326535,3,2.7800000000000003e-07
398,399,chr14,326528,326528,1,6.4e-07
399,400,chr14,326529,326530,2,0.0005124330000000001
400,401,chr14,326532,326532,1,0.006695822
401,402,chr14,326531,326531,1,0.331488656
402,403,chr14,326542,326542,1,9.64e-06
403,404,chr14,326536,326536,1,0.000317702
404,405,chr14,326538,326541,4,0.001062504
405,406,chr14,326537,326537,1,0.140245368
406,407,chr14,326543,326545,3,0.000255319
407,408,chr1,3956,3956,1,4.26e-10
408,409,chr1,3947,3949,3,1.9e-06
409,410,chr1,3942,3946,5,0.01526416
410,411,chr1,3955,3955,1,1.1599999999999999e-05
411,412,chr1,3950,3951,2,3.21e-05
412,413,chr1,3952,3953,2,0.0005350530000000001
413,414,chr1,3954,3954,1,0.001950149
414,415,chr1,3962,3966,5,1.97e-07
415,416,chr1,3957,3960,4,1.85e-06
416,417,chr1,3961,3961,1,0.000505618
417,418,chr1,3967,3968,2,0.001604644
418,419,chr1,3969,3970,2,0.014249856000000002
419,420,chr11,263706,263706,1,2.7199999999999998e-18
420,421,chr11,263698,263705,8,4.22e-13
421,422,chr11,263697,263697,1,0.027382826000000002
422,423,chr11,263707,263711,5,4.52e-13
423,424,chr11,263712,263713,2,1.3300000000000002e-09
424,425,chr11,263717,263717,1,4.29e-08
425,426,chr11,263715,263715,1,3.6e-05
426,427,chr11,263714,263714,1,0.028944681
427,428,chr11,263716,263716,1,0.10894599
428,429,chr11,263718,263719,2,0.000713242
429,430,chr11,263723,263723,1,0.005333783000000001
430,431,chr11,263722,263722,1,0.020566196999999998
431,432,chr11,263720,263720,1,0.027842459
432,433,chr11,263721,263721,1,0.058395097
433,434,chr11,269105,269110,6,5.1e-09
434,435,chr11,269102,269104,3,4.0600000000000004e-05
435,436,chr11,269111,269117,7,4.65e-06
436,437,chr11,269123,269125,3,1.0199999999999999e-05
437,438,chr11,269119,269122,4,0.000260514
438,439,chr11,269118,269118,1,0.005289060999999999
439,440,chr11,269127,269127,1,0.006431086999999999
440,441,chr11,269126,269126,1,0.059411264000000005
441,442,chr16,364116,364116,1,9.74e-10
442,443,chr16,364104,364104,1,4.62e-09
443,444,chr16,364102,364103,2,4.83e-06
444,445,chr16,364098,364098,1,1.59e-05
445,446,chr16,364099,364099,1,0.000123246
446,447,chr16,364101,364101,1,0.00012394200000000001
447,448,chr16,364100,364100,1,0.053499105
448,449,chr16,364111,364114,4,2.81e-08
449,450,chr16,364107,364108,2,1.73e-06
450,451,chr16,364105,364106,2,0.00027798
451,452,chr16,364110,364110,1,0.048875194000000004
452,453,chr16,364109,364109,1,0.237462948
453,454,chr16,364115,364115,1,0.066574303
454,455,chr16,364122,364122,1,6.63e-08
455,456,chr16,364119,364120,2,9.42e-07
456,457,chr16,364117,364117,1,0.001017298
457,458,chr16,364118,364118,1,0.007301243000000001
458,459,chr16,364121,364121,1,0.010064264
459,460,chr16,364123,364125,3,0.004317758
460,461,chr20,439879,439883,5,5.37e-07
461,462,chr20,439877,439878,2,0.001626858
462,463,chr20,439890,439901,12,2.93e-06
463,464,chr20,439885,439887,3,0.000149705
464,465,chr20,439884,439884,1,0.006306538
465,466,chr20,439889,439889,1,0.003701463
466,467,chr20,439888,439888,1,0.020282818
467,468,chr6,165086,165098,13,3.07e-09
468,469,chr6,165084,165084,1,9.68e-06
469,470,chr6,165076,165076,1,0.001405485
470,471,chr6,165074,165075,2,0.010090122
471,472,chr6,165079,165079,1,0.001488505
472,473,chr6,165078,165078,1,0.027520877000000003
473,474,chr6,165077,165077,1,0.7049354179999999
474,475,chr6,165083,165083,1,0.00456797
475,476,chr6,165080,165082,3,0.019448065
476,477,chr6,165085,165085,1,0.00019302299999999998
477,478,chr6,165099,165099,1,0.037753872
478,479,chr7,194494,194507,14,2.73e-08
479,480,chr7,194489,194490,2,2.64e-06
480,481,chr7,194488,194488,1,8.45e-05
481,482,chr7,194487,194487,1,0.005139461
482,483,chr7,194491,194491,1,0.000706617
483,484,chr7,194492,194493,2,0.005665288
484,485,chr7,194511,194513,3,0.000124236
485,486,chr7,194509,194509,1,0.0009456019999999999
486,487,chr7,194508,194508,1,0.107499833
487,488,chr7,194510,194510,1,0.144883269
488,489,chr3,81182,81200,19,2.92e-09
489,490,chr3,81203,81204,2,3.07e-06
490,491,chr3,81201,81202,2,0.00036024099999999997
491,492,chr3,81205,81205,1,0.0031198529999999997
492,493,chr5,135847,135847,1,4.14e-09
493,494,chr5,135845,135845,1,1.3e-06
494,495,chr5,135841,135842,2,1.15e-05
495,496,chr5,135843,135844,2,0.000798868
496,497,chr5,135846,135846,1,0.001397257
497,498,chr5,135848,135854,7,2.65e-06
498,499,chr5,135858,135858,1,0.00016644200000000002
499,500,chr5,135856,135856,1,0.0010504239999999999
500,501,chr5,135855,135855,1,0.022398355
501,502,chr5,135857,135857,1,0.00505109
502,503,chr5,135860,135863,4,0.00018417900000000003
503,504,chr5,135859,135859,1,0.09990208099999999
504,505,chr5,135869,135870,2,0.015253339
505,506,chr5,135866,135866,1,0.027153885
506,507,chr5,135864,135865,2,0.236746132
507,508,chr5,135868,135868,1,0.282312971
508,509,chr5,135867,135867,1,0.616933782
509,510,chr6,153368,153383,16,0.000736616
510,511,chr6,153365,153366,2,0.009337991
511,512,chr6,153363,153363,1,0.03068571
512,513,chr6,153361,153361,1,0.042489444
513,514,chr6,153362,153362,1,0.90297644
514,515,chr6,153364,153364,1,0.125603995
515,516,chr6,153367,153367,1,0.03620979
516,517,chr6,153385,153385,1,0.001745839
517,518,chr6,153384,153384,1,0.112659154
518,519,chr6,153387,153387,1,0.010095436999999999
519,520,chr6,153386,153386,1,0.026806849
520,521,chr7,200253,200253,1,4.4700000000000005e-09
521,522,chr7,200252,200252,1,1.0699999999999999e-07
522,523,chr7,200238,200240,3,2.27e-06
523,524,chr7,200235,200237,3,0.0005132790000000001
524,525,chr7,200242,200248,7,7.31e-06
525,526,chr7,200241,200241,1,0.022697909
526,527,chr7,200251,200251,1,5.8899999999999995e-05
527,528,chr7,200249,200249,1,6.43e-05
528,529,chr7,200250,200250,1,0.050671427000000005
529,530,chr7,200257,200258,2,7.66e-07
530,531,chr7,200254,200255,2,7.190000000000001e-05
531,532,chr7,200256,200256,1,0.0026137829999999997
532,533,chr6,160911,160911,1,0.000165357
533,534,chr6,160905,160905,1,0.004742051
534,535,chr6,160907,160907,1,0.013593781999999999
535,536,chr6,160906,160906,1,0.20140625899999998
536,537,chr6,160908,160910,3,0.029856806
537,538,chr6,160912,160912,1,0.001202274
538,539,chr6,160930,160933,4,0.00189933
539,540,chr6,160924,160925,2,0.004130221
540,541,chr6,160913,160913,1,0.004160358
541,542,chr6,160917,160918,2,0.008496238
542,543,chr6,160914,160914,1,0.014337161999999999
543,544,chr6,160915,160915,1,0.11994893300000001
544,545,chr6,160916,160916,1,0.590264812
545,546,chr6,160919,160922,4,0.044133201
546,547,chr6,160923,160923,1,0.293857656
547,548,chr6,160928,160928,1,0.067376268
548,549,chr6,160927,160927,1,0.217046976
549,550,chr6,160926,160926,1,0.44592397
550,551,chr6,160929,160929,1,0.135162731
551,552,chr6,160942,160942,1,0.002843894
552,553,chr6,160938,160939,2,0.004899397
553,554,chr6,160937,160937,1,0.012660636999999999
554,555,chr6,160934,160936,3,0.05184736
555,556,chr6,160940,160940,1,0.02504713
556,557,chr6,160941,160941,1,0.049274365
557,558,chr6,160946,160947,2,0.008110396
558,559,chr6,160943,160945,3,0.037265082000000005
559,560,chr1,23025,23034,10,4.04e-08
560,561,chr1,23024,23024,1,8.48e-06
561,562,chr1,23023,23023,1,0.000543835
562,563,chr1,23041,23043,3,1.0099999999999999e-07
563,564,chr1,23039,23039,1,2.84e-05
564,565,chr1,23035,23036,2,0.00075358
565,566,chr1,23038,23038,1,0.004034378
566,567,chr1,23037,23037,1,0.069020107
567,568,chr1,23040,23040,1,0.000634523
568,569,chr1,23044,23044,1,8.379999999999999e-05
569,570,chr1,23046,23046,1,0.026479971
570,571,chr1,23045,23045,1,0.119563189
571,572,chr10,242486,242489,4,1.46e-08
572,573,chr10,242485,242485,1,7.48e-06
573,574,chr10,242498,242499,2,3.92e-08
574,575,chr10,242490,242492,3,1.09e-06
575,576,chr10,242493,242497,5,3.45e-05
576,577,chr10,242505,242506,2,2.7000000000000002e-05
577,578,chr10,242500,242501,2,4.47e-05
578,579,chr10,242503,242504,2,0.00048976
579,580,chr10,242502,242502,1,0.30970817
580,581,chr10,242507,242507,1,0.019425923
581,582,chr2,54147,54153,7,3.2599999999999996e-10
582,583,chr2,54141,54142,2,1.1900000000000001e-07
583,584,chr2,54140,54140,1,0.000125941
584,585,chr2,54139,54139,1,0.002240835
585,586,chr2,54144,54145,2,0.000289619
586,587,chr2,54143,54143,1,0.055695869
587,588,chr2,54146,54146,1,0.056468443
588,589,chr2,54164,54165,2,3.8e-05
589,590,chr2,54155,54158,4,7.35e-05
590,591,chr2,54154,54154,1,0.665951214
591,592,chr2,54161,54161,1,0.000375736
592,593,chr2,54159,54159,1,0.018860138000000002
593,594,chr2,54160,54160,1,0.630048019
594,595,chr2,54162,54162,1,0.016100168
595,596,chr2,54163,54163,1,0.082344633
596,597,chr2,67643,67643,1,1.23e-09
597,598,chr2,67635,67636,2,3.91e-06
598,599,chr2,67634,67634,1,4.77e-05
599,600,chr2,67632,67633,2,0.00687414
