,Unnamed: 0,chr,start,end,n,B,S,estimate,se,z,p.value,p.adjust
43,44,chr16,355717,355717,1,0.516214178560511,0.25674036642404,0.516214178560511,0.25674036642404,2.01064673136719,0.0443627842848591,1
44,45,chr16,355723,355723,1,0.533928595954884,0.26626921853864005,0.533928595954884,0.26626921853864005,2.0052208771454496,0.0449394391372572,1
45,46,chr16,355719,355721,3,0.14622113160563802,0.21358734057254103,0.14622113160563802,0.21358734057254103,0.684596433541795,0.49359861820701795,1
46,47,chr16,355718,355718,1,0.0553079756759155,0.28216364975069796,0.0553079756759155,0.28216364975069796,0.19601382291724,0.844599346744341,1
47,48,chr16,355722,355722,1,-0.007446003425085791,0.266093387939535,-0.007446003425085791,0.266093387939535,-0.0279826698541557,0.9776759731877591,1
48,49,chr17,378006,378008,3,0.38298388333968103,0.176971087059292,0.38298388333968103,0.176971087059292,2.16410425964874,0.0304563486780457,1
49,50,chr17,399151,399151,1,0.608247748842672,0.26766793828163604,0.608247748842672,0.26766793828163604,2.2723967343547997,0.0230625587843001,1
50,51,chr17,399155,399155,1,0.5798797930292471,0.262878102923215,0.5798797930292471,0.262878102923215,2.2058885338145697,0.0273918052569388,1
51,52,chr17,399153,399154,2,0.20370867403731,0.23366622730691697,0.20370867403731,0.23366622730691697,0.871793396868352,0.3833210975022029,1
52,53,chr17,399152,399152,1,-0.0544207944969503,0.273700623101032,-0.0544207944969503,0.273700623101032,-0.19883328682398302,0.8423931567089179,1
53,54,chr3,79733,79733,1,0.641756410108567,0.271270130734206,0.641756410108567,0.271270130734206,2.3657466760959704,0.0179937517964212,1
54,55,chr3,79737,79737,1,0.594292959867369,0.260128872009221,0.594292959867369,0.260128872009221,2.28460976006655,0.0223357201324459,1
55,56,chr3,79734,79734,1,0.321848904195364,0.27696212228709993,0.321848904195364,0.27696212228709993,1.1620683057220902,0.24520772035271104,1
56,57,chr3,79736,79736,1,-0.061128477433717,0.270054971364458,-0.061128477433717,0.270054971364458,-0.22635568278881896,0.8209247934117758,1
57,58,chr3,79735,79735,1,-0.0226914102815344,0.271864703451828,-0.0226914102815344,0.271864703451828,-0.0834658195544504,0.93348115457387,1
58,59,chr4,116012,116012,1,0.5900458363291761,0.251609645158654,0.5900458363291761,0.251609645158654,2.34508433075814,0.0190227764636338,1
59,60,chr4,116009,116010,2,0.480302312890452,0.23365899396384698,0.480302312890452,0.23365899396384698,2.05556954920711,0.0398240254467405,1
60,61,chr4,116011,116011,1,0.34728238167032205,0.26014642097013896,0.34728238167032205,0.26014642097013896,1.33494968093443,0.18189281600966603,1
61,62,chr5,128197,128197,1,0.604189389794678,0.245839009642923,0.604189389794678,0.245839009642923,2.45766280409383,0.0139844409192778,1
62,63,chr5,128200,128200,1,0.507126444396326,0.246687882604169,0.507126444396326,0.246687882604169,2.05574120237617,0.0398074681793719,1
63,64,chr5,128198,128199,2,0.387805545387858,0.244766558983577,0.387805545387858,0.244766558983577,1.5843894157693201,0.113105129024423,1
64,65,chr5,137739,137739,1,0.553355264795548,0.233259130735672,0.553355264795548,0.233259130735672,2.37227697389735,0.0176788325783179,1
65,66,chr5,137736,137736,1,0.53436819326493,0.240367582010522,0.53436819326493,0.240367582010522,2.2231292123308797,0.0262070883546908,1
66,67,chr5,137738,137738,1,0.374246034973409,0.24907486217118602,0.374246034973409,0.24907486217118602,1.50254438248447,0.132956574767089,1
67,68,chr5,137737,137737,1,0.250259056219727,0.243043059552486,0.250259056219727,0.243043059552486,1.02969019843861,0.303155458160835,1
68,69,chr5,137993,137993,1,0.62943581847933,0.237633493707934,0.62943581847933,0.237633493707934,2.6487672619624303,0.00807859445320499,1
69,70,chr5,137994,137995,2,0.479478353940128,0.22998433412746302,0.479478353940128,0.22998433412746302,2.0848304983868604,0.0370846892614425,1
70,71,chr6,149428,149430,3,0.46848605948552297,0.20660889641979502,0.46848605948552297,0.20660889641979502,2.26750187239584,0.0233595846506929,1
71,72,chr6,156047,156047,1,0.58995037772388,0.263343957786318,0.58995037772388,0.263343957786318,2.24022750581799,0.0250761568362476,1
72,73,chr6,156061,156061,1,0.527206710364317,0.261090383518628,0.527206710364317,0.261090383518628,2.01924982168752,0.0434612603766622,1
73,74,chr6,156052,156054,3,0.280284658690306,0.213048337057993,0.280284658690306,0.213048337057993,1.31559186314611,0.188311066071373,1
74,75,chr6,156050,156050,1,0.26383092924105606,0.269118613333258,0.26383092924105606,0.269118613333258,0.9803518455051858,0.326912470978507,1
75,76,chr6,156049,156049,1,0.0976972676072269,0.282353915887985,0.0976972676072269,0.282353915887985,0.346009961646805,0.729335228312918,1
76,77,chr6,156048,156048,1,-0.0187970962030394,0.308051006947599,-0.0187970962030394,0.308051006947599,-0.0610194278840223,0.951343736670788,1
77,78,chr6,156051,156051,1,0.00638246330524571,0.272665673078688,0.00638246330524571,0.272665673078688,0.0234076524308353,0.9813251009225258,1
78,79,chr6,156060,156060,1,0.289164150958294,0.27127345736081304,0.289164150958294,0.27127345736081304,1.06595077075191,0.28644589641913,1
79,80,chr6,156056,156056,1,-0.13645229946809698,0.272264914743368,-0.13645229946809698,0.272264914743368,-0.5011747459150759,0.616248145915673,1
80,81,chr6,156055,156055,1,0.0526038115477396,0.265869193364108,0.0526038115477396,0.265869193364108,0.19785598655538297,0.8431577409832409,1
81,82,chr6,156057,156057,1,0.10470870941777802,0.27732367627258303,0.10470870941777802,0.27732367627258303,0.377568589978085,0.705751101937737,1
82,83,chr6,156059,156059,1,0.0683674488851833,0.27527575239243607,0.0683674488851833,0.27527575239243607,0.248359865665604,0.8038559834478649,1
83,84,chr6,156058,156058,1,0.00543314785024106,0.27020447421120497,0.00543314785024106,0.27020447421120497,0.0201075421349028,0.9839575836090719,1
84,85,chr7,191649,191649,1,0.6552026835286171,0.27119279820747605,0.6552026835286171,0.27119279820747605,2.41600325620503,0.0156919210172359,1
85,86,chr7,191645,191645,1,0.6481384566574411,0.282776229129404,0.6481384566574411,0.282776229129404,2.2920542460478197,0.0219025131416543,1
86,87,chr7,191646,191646,1,0.325212493792939,0.26187707167698604,0.325212493792939,0.26187707167698604,1.2418517272641298,0.214291273449374,1
87,88,chr7,191648,191648,1,0.0794698779074728,0.27659521212230204,0.0794698779074728,0.27659521212230204,0.287314727170092,0.7738713471832069,1
88,89,chr7,191647,191647,1,-0.0457738194358871,0.28356526787944897,-0.0457738194358871,0.28356526787944897,-0.161422517567796,0.871760632780222,1
89,90,chr8,223403,223404,2,0.646907589381401,0.23066141610370897,0.646907589381401,0.23066141610370897,2.8045765100589706,0.00503827284457747,1
90,91,chrX,455835,455836,2,0.504381252648292,0.217998148702213,0.504381252648292,0.217998148702213,2.31369511920618,0.0206844518178497,1
91,92,chrX,463001,463001,1,0.527683618074971,0.254845041173082,0.527683618074971,0.254845041173082,2.0706057910563302,0.0383956505452891,1
92,93,chrX,462998,462998,1,0.492961418731331,0.250767752683169,0.492961418731331,0.250767752683169,1.96580865544606,0.049320717615355995,1
93,94,chrX,462999,462999,1,0.43115569716088703,0.252590744576542,0.43115569716088703,0.252590744576542,1.7069338699789,0.0878343445770298,1
94,95,chrX,463000,463000,1,0.314339064804722,0.25878450646255197,0.314339064804722,0.25878450646255197,1.21467497842731,0.22449007942622698,1
95,96,chr1,1957,1959,3,-0.447322392394142,0.224089249963561,-0.447322392394142,0.224089249963561,-1.9961796135552201,0.0459143756564022,1
96,97,chr1,19928,19929,2,-0.525875815723557,0.21424483412505999,-0.525875815723557,0.21424483412505999,-2.4545554056000802,0.0141058925232901,1
97,98,chr1,35457,35458,2,-0.566149054651922,0.191566109328448,-0.566149054651922,0.191566109328448,-2.95537168153912,0.0031229257481291102,1
98,99,chr11,275459,275459,1,-0.6168367789121689,0.197117598414496,-0.6168367789121689,0.197117598414496,-3.12928314809869,0.0017523336123788302,1
99,100,chr11,275460,275460,1,-0.5206971186890871,0.225731766645786,-0.5206971186890871,0.225731766645786,-2.3067073209335,0.0210711418554971,1
100,101,chr12,298972,298973,2,-0.530853738226055,0.239396033173085,-0.530853738226055,0.239396033173085,-2.21747090455022,0.0265909291468,1
101,102,chr12,308690,308692,3,-0.478313189108579,0.213076162349199,-0.478313189108579,0.213076162349199,-2.24479915460791,0.024781029077796,1
102,103,chr14,331035,331035,1,-0.5151494026333401,0.24017456565572898,-0.5151494026333401,0.24017456565572898,-2.14489573959204,0.0319611839580576,1
103,104,chr14,331037,331037,1,-0.49700800076554297,0.250516595241698,-0.49700800076554297,0.250516595241698,-1.9839324428229197,0.0472633716405683,1
104,105,chr14,331036,331036,1,-0.32189487147422197,0.255667002055353,-0.32189487147422197,0.255667002055353,-1.259039566649,0.208016040874337,1
105,106,chr14,338308,338308,1,-0.5593429140107471,0.260545975886177,-0.5593429140107471,0.260545975886177,-2.14681079647572,0.0318083474646119,1
106,107,chr14,338305,338305,1,-0.569958882622541,0.266214059086385,-0.569958882622541,0.266214059086385,-2.1409796484023897,0.0322756792960106,1
107,108,chr14,338306,338306,1,-0.28891858186007696,0.27056550162894605,-0.28891858186007696,0.27056550162894605,-1.06783229983363,0.285596165307403,1
108,109,chr14,338307,338307,1,-0.0677737309883814,0.267370528699222,-0.0677737309883814,0.267370528699222,-0.253482428740765,0.7998954377186159,1
109,110,chr16,362061,362062,2,-0.649143122436559,0.219315245815594,-0.649143122436559,0.219315245815594,-2.95986318699602,0.00307775688721918,1
110,111,chr16,370498,370498,1,-0.516880239025707,0.22774129524386602,-0.516880239025707,0.22774129524386602,-2.26959383221313,0.0232322381986021,1
111,112,chr16,370497,370497,1,-0.465157300788066,0.23332834015462198,-0.465157300788066,0.23332834015462198,-1.9935739502531697,0.046198634530374,1
112,113,chr16,373305,373308,4,-0.48222139503052897,0.20240178254472502,-0.48222139503052897,0.20240178254472502,-2.3824957911325297,0.0171957285506445,1
113,114,chr18,404724,404725,2,-0.48661098482801707,0.23785691726682504,-0.48661098482801707,0.23785691726682504,-2.0458138885325803,0.0407746850593655,1
114,115,chr2,74594,74596,3,-0.430740669484445,0.21736788153422001,-0.430740669484445,0.21736788153422001,-1.98162058922506,0.0475217210190418,1
115,116,chr4,103804,103804,1,-0.596843640189576,0.24975337684087198,-0.596843640189576,0.24975337684087198,-2.38973201379314,0.0168606705251954,1
116,117,chr4,103801,103801,1,-0.495856464419415,0.254376272312443,-0.495856464419415,0.254376272312443,-1.9493031323706498,0.0512592347394648,1
117,118,chr4,103802,103802,1,-0.0980835026749089,0.259568616776094,-0.0980835026749089,0.259568616776094,-0.37787119218467297,0.705526283849281,1
118,119,chr4,103803,103803,1,0.0471063405880105,0.26417676105878196,0.0471063405880105,0.26417676105878196,0.178313718433125,0.8584766057124,1
119,120,chr4,104139,104140,2,-0.6224916464020289,0.227602394841919,-0.6224916464020289,0.227602394841919,-2.7349960303993197,0.00623810283397974,1
120,121,chr4,106252,106252,1,-0.5877228243856422,0.252420119295704,-0.5877228243856422,0.252420119295704,-2.3283517416341097,0.0198934339254506,1
121,122,chr4,106255,106255,1,-0.519204076605433,0.255819162349055,-0.519204076605433,0.255819162349055,-2.02957460980581,0.04239979793783701,1
122,123,chr4,106253,106253,1,-0.480736263143818,0.256369577531452,-0.480736263143818,0.256369577531452,-1.87516891736049,0.0607694888179765,1
123,124,chr4,106254,106254,1,-0.22115350302102696,0.262352903187693,-0.22115350302102696,0.262352903187693,-0.8429619048766859,0.399249749746456,1
124,125,chr6,146103,146104,2,-0.5104488641856479,0.22825968170136898,-0.5104488641856479,0.22825968170136898,-2.23626380436939,0.0253344959310423,1
125,126,chr6,152479,152480,2,-0.542530765682233,0.19680275249086898,-0.542530765682233,0.19680275249086898,-2.75672346456336,0.00583837040738089,1
126,127,chr6,156290,156290,1,-0.488561399156747,0.231762593427108,-0.488561399156747,0.231762593427108,-2.1080252508928,0.035028805315693,1
127,128,chr6,156296,156297,2,-0.43565997913748494,0.220988605965779,-0.43565997913748494,0.220988605965779,-1.9714137624133798,0.0486765681520465,1
128,129,chr6,156292,156292,1,-0.462836594086579,0.244658918270156,-0.462836594086579,0.244658918270156,-1.8917626112264099,0.0585226169536873,1
129,130,chr6,156291,156291,1,-0.405941045571183,0.23266935795134197,-0.405941045571183,0.23266935795134197,-1.74471210625027,0.081034994912558,1
130,131,chr6,156293,156293,1,-0.376119379072373,0.24397730003907603,-0.376119379072373,0.24397730003907603,-1.54161628566318,0.123166865677893,1
131,132,chr6,156294,156294,1,-0.34972820552796996,0.236618307786799,-0.34972820552796996,0.236618307786799,-1.47802682218101,0.13940059912851901,1
132,133,chr6,156295,156295,1,-0.336604860512274,0.23973924277112302,-0.336604860512274,0.23973924277112302,-1.4040457316102701,0.160305232031729,1
133,134,chr6,162321,162321,1,-0.580493022669307,0.2505832107202,-0.580493022669307,0.2505832107202,-2.31656790173977,0.0205272815770562,1
134,135,chr6,162318,162318,1,-0.553498651990615,0.252279216057917,-0.553498651990615,0.252279216057917,-2.19399227823645,0.028235964679561,1
135,136,chr6,162320,162320,1,-0.195796891637411,0.262622144687025,-0.195796891637411,0.262622144687025,-0.7455460082041,0.455941708642831,1
136,137,chr6,162319,162319,1,-0.0675522286086153,0.262368100870053,-0.0675522286086153,0.262368100870053,-0.257471195563034,0.796815048548452,1
137,138,chr7,182733,182734,2,-0.545621414903839,0.221639521256875,-0.545621414903839,0.221639521256875,-2.46175145935042,0.0138260440071659,1
138,139,chr7,198274,198275,2,-0.5538449699687329,0.21522359624922,-0.5538449699687329,0.21522359624922,-2.5733468802714503,0.0100720203459081,1
139,140,chr8,227437,227438,2,-0.498378061688943,0.218536643251221,-0.498378061688943,0.218536643251221,-2.28052400858023,0.0225766285226937,1
140,141,chr1,357,357,1,0.5778151532036929,0.259463483954055,0.5778151532036929,0.259463483954055,2.22696136041252,0.0259498563078803,1
141,142,chr1,760,760,1,0.519788554717952,0.26628114744022396,0.519788554717952,0.26628114744022396,1.9520291230329698,0.0509347470716266,1
142,143,chr1,1370,1370,1,0.5307681568035639,0.23215650408792,0.5307681568035639,0.23215650408792,2.28625150472871,0.0222395491852706,1
143,144,chr1,4155,4155,1,0.6041120961602829,0.30467424343500704,0.6041120961602829,0.30467424343500704,1.98281314937983,0.0473883046772453,1
144,145,chr1,4197,4197,1,0.539410616770177,0.249883465493232,0.539410616770177,0.249883465493232,2.15864869532469,0.0308774318640147,1
145,146,chr1,4833,4833,1,0.5603282799742622,0.26471543989814394,0.5603282799742622,0.26471543989814394,2.1167192974836,0.0342836780657318,1
146,147,chr1,7197,7197,1,0.6221623534225831,0.2820415845121,0.6221623534225831,0.2820415845121,2.2059241884449503,0.0273893082913421,1
147,148,chr1,7671,7671,1,0.6356744767033461,0.278037666589932,0.6356744767033461,0.278037666589932,2.2862890647146803,0.0222373531973544,1
148,149,chr1,8241,8241,1,0.548500481123681,0.255895977196048,0.548500481123681,0.255895977196048,2.14345097228105,0.0320769038825033,1
149,150,chr1,11235,11235,1,0.6483708441561121,0.262175084185244,0.6483708441561121,0.262175084185244,2.4730452406301002,0.0133967182793961,1
150,151,chr1,11338,11338,1,0.517613767872315,0.255768401446127,0.517613767872315,0.255768401446127,2.02375963936789,0.0429948888512969,1
151,152,chr1,11597,11597,1,0.529611711526679,0.25678990212404396,0.529611711526679,0.25678990212404396,2.0624320004251797,0.0391666252990602,1
152,153,chr1,11838,11838,1,0.5942968185505451,0.25778671170331796,0.5942968185505451,0.25778671170331796,2.3053818973978397,0.0211451944391366,1
153,154,chr1,11965,11965,1,0.640082394352194,0.285384421827489,0.640082394352194,0.285384421827489,2.24287783563433,0.0249046934062566,1
154,155,chr1,12140,12140,1,0.676904199353418,0.314382571249158,0.676904199353418,0.314382571249158,2.15312253686274,0.0313090494915824,1
155,156,chr1,12843,12843,1,0.537407026148059,0.273214456542698,0.537407026148059,0.273214456542698,1.96697873512441,0.0491856623787113,1
156,157,chr1,12927,12927,1,0.839324582639949,0.26240784520550603,0.839324582639949,0.26240784520550603,3.19854988322711,0.00138120635355053,1
157,158,chr1,14041,14041,1,0.5531304997463299,0.261668422359984,0.5531304997463299,0.261668422359984,2.1138603380478798,0.034527197640387,1
158,159,chr1,14470,14470,1,0.500775545221364,0.234388122202803,0.500775545221364,0.234388122202803,2.1365227065050303,0.0326368322062632,1
159,160,chr1,14972,14972,1,0.551687083211849,0.254324278303421,0.551687083211849,0.254324278303421,2.169226968389,0.0300654566516942,1
160,161,chr1,15523,15523,1,0.60359458405568,0.251878221217534,0.60359458405568,0.251878221217534,2.39637464937625,0.0165581559972864,1
161,162,chr1,15926,15926,1,0.5371050765358779,0.259804448136029,0.5371050765358779,0.259804448136029,2.0673436516939803,0.0387017837780559,1
162,163,chr1,16423,16423,1,0.5200749435930979,0.257457605913346,0.5200749435930979,0.257457605913346,2.02004109277759,0.0433791252753537,1
163,164,chr1,16521,16521,1,0.717427378544841,0.253426760981962,0.717427378544841,0.253426760981962,2.8309061591009503,0.00464163370617753,1
164,165,chr1,16882,16882,1,0.568235432652454,0.25509750489287103,0.568235432652454,0.25509750489287103,2.22752250317417,0.0259123735612139,1
165,166,chr1,16938,16938,1,0.596516627713318,0.259285019780668,0.596516627713318,0.259285019780668,2.3006212553965497,0.0214130485295355,1
166,167,chr1,17278,17278,1,0.547653295345103,0.254873363149471,0.547653295345103,0.254873363149471,2.14872707205551,0.0316560413691811,1
167,168,chr1,18197,18197,1,0.5107750507804539,0.253422581446634,0.5107750507804539,0.253422581446634,2.01550725221388,0.0438515269542234,1
168,169,chr1,18644,18644,1,0.5702212623634331,0.289015107570049,0.5702212623634331,0.289015107570049,1.97298081459367,0.0484977482059432,1
169,170,chr1,18685,18685,1,0.529803971344524,0.270289863533119,0.529803971344524,0.270289863533119,1.96013259402014,0.0499802944706341,1
170,171,chr1,19769,19769,1,0.514416656781415,0.256903714179324,0.514416656781415,0.256903714179324,2.00237142707225,0.0452447991516847,1
171,172,chr1,20952,20952,1,0.617585997864416,0.269642100914062,0.617585997864416,0.269642100914062,2.2903915811768902,0.0219986271289749,1
172,173,chr1,21099,21099,1,0.51634155537568,0.256226328627825,0.51634155537568,0.256226328627825,2.01517758983183,0.04388604475551,1
173,174,chr1,21433,21433,1,0.545340213613752,0.262255885325304,0.545340213613752,0.262255885325304,2.07942030714509,0.0375787356118155,1
174,175,chr1,21620,21620,1,0.48248542463725297,0.24416329469995,0.48248542463725297,0.24416329469995,1.9760768105221298,0.0481460783912723,1
175,176,chr1,22152,22152,1,0.5513748743280971,0.26605493640315303,0.5513748743280971,0.26605493640315303,2.0724098630991,0.0382272343296289,1
176,177,chr1,22229,22229,1,0.520604437347605,0.26678054287110803,0.520604437347605,0.26678054287110803,1.95143330823466,0.0510055224514458,1
177,178,chr1,22384,22384,1,0.5769608537154051,0.279629444660688,0.5769608537154051,0.279629444660688,2.06330508010524,0.03908365171716101,1
178,179,chr1,22667,22667,1,0.543647823603706,0.25716666957773304,0.543647823603706,0.25716666957773304,2.11399021691409,0.034516102903649,1
179,180,chr1,22753,22753,1,0.5651098485514239,0.28358291043984396,0.5651098485514239,0.28358291043984396,1.9927500133027198,0.0462888278533055,1
180,181,chr1,22987,22987,1,0.5479521167099001,0.228539092408037,0.5479521167099001,0.228539092408037,2.3976297049941,0.0165015375753764,1
181,182,chr1,24394,24394,1,0.803879879025934,0.27345240167943896,0.803879879025934,0.27345240167943896,2.9397433487101,0.00328484212118825,1
182,183,chr1,24481,24481,1,0.5696530573995771,0.27822398672657,0.5696530573995771,0.27822398672657,2.04746206141965,0.0406127382214863,1
183,184,chr1,24559,24559,1,0.539164885068556,0.24889892373133604,0.539164885068556,0.24889892373133604,2.1662001465725,0.0302958959473438,1
184,185,chr1,25827,25827,1,0.5276109590895229,0.257621388253166,0.5276109590895229,0.257621388253166,2.0480091449978404,0.0405591033351217,1
185,186,chr1,27388,27388,1,0.617118457339672,0.27992552950288596,0.617118457339672,0.27992552950288596,2.2045808341797204,0.0274835218934035,1
186,187,chr1,27714,27714,1,0.589962225162696,0.25409985589800305,0.589962225162696,0.25409985589800305,2.32177315912965,0.0202451532448389,1
187,188,chr1,27757,27757,1,0.5066732469062301,0.24011936168013398,0.5066732469062301,0.24011936168013398,2.11008909636023,0.0348506822962804,1
188,189,chr1,27788,27788,1,0.489232822473353,0.239249724775519,0.489232822473353,0.239249724775519,2.04486263435574,0.0408684026369169,1
189,190,chr1,28603,28603,1,0.513936702758349,0.256947597751553,0.513936702758349,0.256947597751553,2.0001615397676598,0.0454828233375568,1
190,191,chr1,29461,29461,1,0.718506519162208,0.26402083618488,0.718506519162208,0.26402083618488,2.7214008164835697,0.00650058891054949,1
191,192,chr1,30293,30293,1,0.571409345404519,0.27422349179642,0.571409345404519,0.27422349179642,2.08373593983963,0.0371841931727785,1
192,193,chr1,30626,30626,1,0.526092888784659,0.25909684440609304,0.526092888784659,0.25909684440609304,2.03048744183118,0.0423070164017408,1
193,194,chr1,30859,30859,1,0.484538901464916,0.239345467205633,0.484538901464916,0.239345467205633,2.02443316400317,0.0429256023460731,1
194,195,chr1,31359,31359,1,0.502792623592218,0.254498635331839,0.502792623592218,0.254498635331839,1.9756201165347298,0.0481978185193395,1
195,196,chr1,31942,31942,1,0.5278651719864099,0.25813570317546,0.5278651719864099,0.25813570317546,2.04491345247042,0.0408633914240655,1
196,197,chr1,33070,33070,1,0.5200607841779951,0.264108076844691,0.5200607841779951,0.264108076844691,1.9691210900900098,0.0489391875381106,1
197,198,chr1,33113,33113,1,0.516973983025983,0.26030705650345104,0.516973983025983,0.26030705650345104,1.9860160149716397,0.0470315456815799,1
198,199,chr1,33389,33389,1,0.540447364664995,0.266446278229337,0.540447364664995,0.266446278229337,2.0283539640956,0.0425241349936903,1
199,200,chr1,34089,34089,1,0.634782405757833,0.266524472098149,0.634782405757833,0.266524472098149,2.3817040167481203,0.0172327421455985,1
